"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","def_safe"
"y1_d021_JFU_YJD_122",93.61617347,257.1310777,26.8696258,30.14628255,18.91390529,6.970642199,1,1,1
"y1_d021_JFU_YJD_171",109.7134004,268.3432063,23.4330148,27.74653432,23.82339212,3.305218825,1,1,1
"y1_d005_JJS_YJD_122",81.49008325,353.3650362,20.80528414,21.70615042,-8.473922516,5.513226562,1,1,1
"y1_d005_JJS_YJD_125",83.63382603,326.9046132,26.27675404,27.36695948,-5.715970986,17.81331592,1,1,1
"y1_d006_JJS_YJD_51",73.33901123,270.1582253,23.7275958,28.85709119,8.138996032,7.155729155,1,1,1
"y1_d006_JJS_YJD_58",45.20780455,283.6213639,21.41302496,30.7661979,7.820951747,8.926661706,1,1,1
"y2_d009_JMJ_YJD_147",33.83201881,289.4352084,27.18572973,27.9396445,-0.261521321,11.25756492,1,1,1
"y2_d009_JMJ_YJD_151",59.48894136,221.6751484,26.85906702,28.84505217,19.24059447,2.197826547,1,1,1
"y2_d032_KNB_YJD_66",67.80797569,260.0396089,22.44848146,25.17006753,11.23904591,14.00118865,1,1,1
"y2_d032_KNB_YJD_140",21.29915708,256.1287304,17.53037596,17.58710355,7.296055785,3.539926759,1,1,1
"y2_d032_KNB_YJD_146",52.98800722,278.9876592,24.15041601,28.2795974,12.6045289,2.642248236,1,1,1
"y2_d032_KNB_YJD_212",93.46263684,359.0797387,17.51629335,23.42753223,-0.820389358,0.340857313,1,1,1
"y2_d032_KNB_YJD_223",63.10235545,267.8755795,23.79104999,28.17726705,8.5857044,8.022245121,1,1,1
"y2_d033_KNB_YJD_21",30.96831717,344.4317675,24.88421231,25.7021054,-0.640738353,14.87748637,1,1,1
"y2_d033_KNB_YJD_205",32.05674079,359.702015,22.94126611,26.38968063,-14.12904865,12.68802872,1,1,1
"y2_d033_KNB_YJD_207",77.46253411,339.5117289,25.1494472,29.26072804,-18.50026609,19.12416993,1,1,1
"y2_d034_KNB_YJD_29",111.9788014,258.7153126,23.34651908,26.96622611,18.4911914,11.68967446,1,1,1
"y2_d034_KNB_YJD_83",94.79589547,217.0831102,27.27148079,29.50971344,15.14771345,3.612051747,0,0,0
"y1_d094_KQQ_YJD_118",98.93162127,297.3392858,25.56305137,28.52982667,5.251791455,5.654312976,1,1,1
"y1_d094_KQQ_YJD_130",76.55690998,228.0476414,23.80751495,25.8035307,17.55873392,2.191686643,1,1,1
"y1_d094_KQQ_YJD_307",82.64434767,279.0682896,24.06083815,29.20395376,6.414337013,15.0067411,1,1,1
"y1_d095_KQQ_YJD_15",107.2790159,286.6983775,24.40039601,27.34033273,3.041451697,18.70684036,1,1,1
"y1_d095_KQQ_YJD_18",105.3473209,260.921846,23.19233416,28.04145114,15.23123058,15.71543059,0.1,0,0
"y1_d095_KQQ_YJD_100",22.94911058,372.3000385,23.37794684,27.08016141,-5.791173049,7.966118184,1,1,1
"y1_d096_KQQ_YJD_106",79.02070793,253.0902853,25.17757928,28.87818492,21.46112388,0.415651076,1,1,1
"y1_d096_KQQ_YJD_128",80.80247167,325.3846346,19.21068145,20.7894536,-12.55656173,2.215157851,1,1,1
"y2_d084_LFS_YJD_72",108.0482446,312.2038269,25.69236258,27.482847,-2.585939316,23.64184809,1,1,1
"y2_d084_LFS_YJD_323",75.23865822,267.7963807,24.57151066,25.73137019,10.24095338,11.52326614,1,1,1
"y2_d084_LFS_YJD_350",31.31067337,242.954849,25.50157114,26.05292816,-0.340356224,8.088126423,1,1,1
"y2_d086_LFS_YJD_16",110.2813917,292.9699682,24.50575649,27.1327357,11.93826081,16.84590195,0.5,0,0
"y2_d086_LFS_YJD_93",67.35377229,295.4637376,26.75066528,28.04723907,7.081606472,4.919617374,1,1,1
"y1_d097_MRJ_YJD_129",41.83400345,306.4324845,21.87090794,27.47912687,5.918655475,8.902454943,1,1,1
"y1_d098_MRJ_YJD_82",94.49719981,293.997809,26.85978807,29.06491684,6.940487629,22.0447721,1,1,1
"y1_d098_MRJ_YJD_183",64.0537813,213.6243918,26.07902827,30.01695074,16.53316431,3.446702736,1,1,1
"y1_d099_MRJ_YJD_121",111.5308549,278.0234226,25.46342811,27.33579574,14.89824637,8.642188855,1,1,1
"y1_d099_MRJ_YJD_131",71.24976611,243.3275842,21.61886806,24.9241878,7.781873766,14.96893436,1,1,1
"y1_d100_MRJ_YJD_98",69.76790386,341.5844548,21.18009118,25.82215792,-13.56626671,16.02533691,1,1,1
"y2_d005_NSO_YJD_283",85.26877786,242.5120337,26.60754367,28.39070747,9.895756257,7.591860479,1,1,1
"y2_d006_NSO_YJD_89",86.19615279,256.7893719,27.17280557,30.13584454,23.24338617,3.78700728,1,1,1
"y2_d091_NYA_YJD_47",84.2250842,207.4501301,24.71759025,26.14829029,12.27109919,21.70155119,1,1,1
"y2_d092_NYA_YJD_260",83.7718165,237.3401606,27.67729471,28.55647158,24.5640098,4.752780327,1,1,1
"y2_d058_POW_YJD_74",84.08126712,279.3089708,22.92352077,28.84611968,8.618053954,16.88601417,1,1,1
"y2_d058_POW_YJD_84",53.68294158,326.0531775,24.85104244,27.87989511,8.202785789,4.670063663,1,1,1
"y2_d058_POW_YJD_85",67.76553425,305.6590342,26.12325343,27.00074504,4.385351938,12.21706351,1,1,1
"y2_d058_POW_YJD_273",103.2170933,274.0987717,30.57964529,30.57964529,16.06589831,4.382044571,0.9,1,0
"y2_d052_PTB_YJD_28",60.8659597,274.5928621,24.14046416,24.62008315,6.415336753,6.388697954,1,1,1
"y2_d052_PTB_YJD_52",48.74358351,230.1695593,28.49707232,30.96595626,9.937797167,7.390033117,1,1,1
"y2_d054_PTB_YJD_185",20.55378156,384.0024973,22.18355823,24.92499321,-2.718800512,1.156831818,1,1,1
"y2_d012_RQJ_YJD_205",109.475217,278.1551224,25.93269023,28.66796851,15.55235921,5.943797754,0.2,0,0
"y2_d013_RQJ_YJD_44",50.82994268,374.0075651,22.73499801,24.18520876,-2.825072754,0.371648237,1,1,1
"y2_d013_RQJ_YJD_257",105.6213847,360.561397,24.60996387,24.87292723,-7.279406912,0.219219647,1,1,1
"y2_d013_RQJ_YJD_292",92.36972518,272.5361889,28.21445518,29.11827108,17.81947679,6.240671919,1,1,1
"y2_d042_RZQ_YJD_70",33.88086922,264.7566472,20.20666012,26.43802487,-6.978944898,2.381781751,1,1,1
"y2_d043_RZQ_YJD_72",83.02678307,248.9802813,24.80438188,28.03744715,16.04639761,10.68915433,1,1,1
"y2_d043_RZQ_YJD_236",84.55928016,246.0155375,22.13965087,25.74792405,16.97538651,7.071810031,1,1,1
"y2_d044_RZQ_YJD_153",93.43646804,324.8065633,25.55927876,30.09480079,-15.41418544,12.09115447,1,1,1
"y2_d014_TEQ_YJD_37",67.14725369,279.599741,20.97175516,30.47730013,1.4673038,13.4784313,1,1,1
"y2_d014_TEQ_YJD_69",53.59152252,306.6536228,23.94284739,24.4560311,-2.418979362,17.82593525,1,1,1
"y2_d014_TEQ_YJD_112",30.22044368,189.700303,27.49748835,28.20846698,9.525687943,1.393831387,1,1,1
"y2_d016_TEQ_YJD_268",10.60664584,370.5500842,16.77565849,27.23893225,-2.450489556,0.716846041,1,1,1
"y1_d040_TKJ_YJD_126",97.65847084,298.8665891,23.35417712,25.30677357,6.097207232,16.94024008,1,1,1
"y1_d041_TKJ_YJD_59",114.4575866,314.3322453,25.34866943,31.59263655,-8.605425325,0.074217909,1,1,1
"y1_d041_TKJ_YJD_219",71.79888554,239.9426357,30.70004645,30.70626734,13.83311453,9.674253504,1,1,1
"y1_d041_TKJ_YJD_300",52.00243518,303.5616521,21.05693301,24.03494005,-4.145817497,13.73028884,1,1,1
"y1_d042_TKJ_YJD_116",108.6795366,263.1739975,25.65124343,28.8828535,16.12943272,3.751850198,1,1,1
"y1_d042_TKJ_YJD_117",86.07070469,314.9903775,25.58881976,28.52983612,-12.25093159,21.64234889,1,1,1
"y1_d042_TKJ_YJD_318",50.13879183,247.4984614,24.65892682,30.17713576,12.2866589,9.905502247,1,1,1
"y1_d048_UPU_YJD_74",47.85005116,329.1039983,22.72266325,25.57436338,-13.0566949,2.297288702,1,1,1
"y1_d049_UPU_YJD_74",103.6372312,286.96971,23.53520865,27.04768187,-3.507739075,13.35652321,1,1,1
"y1_d049_UPU_YJD_170",77.55744221,255.4352914,27.27414775,27.53503501,11.81532777,8.043326334,1,1,1
"y1_d050_UPU_YJD_45",64.52963985,318.6143474,22.58723366,25.26562265,-0.231897727,2.437526911,1,1,1
"y1_d050_UPU_YJD_46",101.5069924,262.6122419,25.52158847,27.03438646,11.91053359,9.023520373,1,1,1
"y1_d051_UPU_YJD_76",92.88623221,242.4628324,24.91938757,27.90522179,15.02027573,2.128460112,0.6,1,0
"y1_d051_UPU_YJD_197",85.2020322,262.4148783,26.52313796,28.15696793,18.67453686,0.706580893,1,1,1
"y1_d051_UPU_YJD_207",79.82662477,278.9854381,23.86828781,25.42332756,9.404443454,11.5459114,1,1,1
"y1_d051_UPU_YJD_242",77.95232136,271.8951942,26.67826762,27.82881256,17.11740198,3.592877701,1,1,1
"y1_d051_UPU_YJD_322",38.40793773,212.4379151,25.6360768,26.96590811,13.54872501,2.825209545,1,1,1
"y1_d074_UWE_YJD_106",77.13683934,215.9084476,24.20816354,27.46740104,21.02360622,1.383173547,1,1,1
"y1_d047_VHS_YJD_124",72.92021389,252.504359,26.09681636,29.56660897,16.40956175,4.48312891,1,1,1
"y1_d047_VHS_YJD_171",96.55050469,272.1000648,24.96542045,31.35843608,15.04514948,7.406955341,1,1,1
"y2_d026_VMN_YJD_127",65.30874256,237.2397257,24.99078052,26.78514359,21.61563738,2.63629644,1,1,1
"y2_d028_VMN_YJD_52",87.26719369,246.5472381,24.58421668,28.92315628,12.28103563,3.787203981,1,1,1
"y2_d074_VZE_YJD_38",84.64614348,291.6125539,27.00056699,29.71456667,-1.889749872,13.42287612,1,1,1
"y2_d075_VZE_YJD_225",107.0082612,244.6294106,22.52043676,26.96506514,19.57420542,0.661862997,1,1,1
"y2_d075_VZE_YJD_244",45.80086191,321.9871665,24.14603252,27.84035807,-1.186932599,4.521399399,1,1,1
"y2_d082_WMI_YJD_151",64.77144762,258.8871486,23.90585849,26.34112238,10.70435823,9.300129948,1,1,1
"y2_d082_WMI_YJD_164",83.37026982,268.1416539,26.66626501,28.98832743,8.171370416,13.90868984,1,1,1
"y2_d083_WMI_YJD_79",75.03801759,268.5453334,25.26872392,27.48187006,21.7275058,7.628775998,1,1,1
"y2_d083_WMI_YJD_80",70.08621805,263.6751344,23.92191959,27.6603228,3.485015582,11.15515976,1,1,1
"y2_d083_WMI_YJD_231",74.08482899,212.2432165,8.780851608,26.1777089,1.723263961,2.936188121,0.9,1,0
"y2_d083_WMI_YJD_257",93.76514189,341.3148451,25.86884712,29.0234792,-14.34514174,10.92503071,1,1,1
"y2_d083_WMI_YJD_299",107.2555244,245.8479957,26.11404244,27.6637101,17.20101931,3.490223597,0.4,0,0
"y1_d057_WZR_YJD_159",81.27561788,228.85481,25.45909415,28.16250301,22.22362172,1.452436884,1,1,1
"y1_d057_WZR_YJD_195",80.49517753,243.5038254,28.75781924,28.75781924,15.43910403,16.38660808,1,1,1
"y1_d058_WZR_YJD_174",69.94046088,236.6884156,25.70886506,28.97694512,19.25576508,9.37592622,1,1,1
"y1_d058_WZR_YJD_268",82.05661568,245.195456,25.7923632,28.19095955,19.59299381,11.38197822,1,1,1
"y1_d058_WZR_YJD_311",78.88966473,247.8697134,25.46574231,27.21036913,19.08990732,2.178752379,1,1,1
"y1_d058_WZR_YJD_330",78.16680342,236.4096587,25.10403628,28.82387443,16.30272171,2.891281069,1,1,1
