"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","go_safe_out","scoring_from","baserunners","next_baserunners","go_runners","stay_runners","outs","go_safe","go_out","stay","go_safe_RE","go_out_RE","stay_RE","prob_to_go","glm_safe","went_home","should_go","correct_decision","glm_go","safe_min_go","team","RE_diff"
"y1_d031_REC_QEA_200",51.54427913,278.8109439,25.03063826,27.15308687,-4.09729739,12.57853247,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999944304636787,1,1,1,0.999995834957347,-5.15303205604889e-05,NA,0.501353789826052
"y1_d031_REC_QEA_214",100.2172398,369.7205816,26.09487801,26.33750355,1.023360968,10.86614354,1,1,1,2,"12_","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.998876580222061,1,1,1,0.99978130438716,-0.000904724165098569,NA,0.537427499236615
"y1_d033_REC_QEA_253",84.9206052,241.5842696,23.12037383,27.1703119,20.76747724,6.599033387,1,1,1,2,"_2_","___","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.869301370095589,1,1,1,0.90008430326172,-0.0307829331661302,NA,0.326937138896169
"y1_d048_STK_QEA_63",58.80482517,312.0386766,22.16911117,24.0370009,7.128995577,8.661140479,1,1,1,2,"12_","_23","_23","123",0,"0 _23","1 _23","0 123",2.65,0.923807468,2.184374444,0.73025862,0.999826888120639,1,1,1,0.99997356277363,-0.000146674652990897,"STK",0.465326731566647
"y1_d048_STK_QEA_69",92.82567553,244.7093859,28.77702656,28.88268573,11.7603751,8.423463195,0.2,0,0,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.926203729914102,1,1,1,0.957332799732631,-0.0311290698185286,"STK",0.398104729925888
"y1_d048_STK_QEA_118",125.0146663,325.0948527,24.70112501,27.09474564,-2.775493675,7.817222229,1,1,1,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.867965816208339,1,1,1,0.810687421020514,0.0572783951878246,"STK",0.390032627074325
"y1_d048_STK_QEA_119",77.81841051,326.2576312,19.49873712,21.33578809,-3.416387573,7.302807512,1,1,1,2,"_23","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.99904627539675,1,1,1,0.998601622425462,0.000444652971287818,"STK",0.500232382437318
"y1_d048_STK_QEA_162",84.03058355,243.4982267,25.64368322,26.41583139,16.27640372,1.233792385,1,1,1,2,"_23","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.915220731509176,1,1,1,0.900215933189824,0.0150047983193525,"STK",0.477405168233546
"y1_d049_STK_QEA_80",94.0501339,233.5435765,22.9235053,25.95623804,19.17656916,0.604146481,-1,NA,0,2,"12_","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.53134995514543,0,1,0,0.283187992011422,0.248161963134008,"QEA",0.0102258998563391
"y1_d049_STK_QEA_81",96.7141873,250.1093605,26.60200483,28.38181918,17.77195724,0.801834787,1,1,1,2,"123","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.755831739036437,1,1,1,0.812158496649339,-0.0563267576129017,"QEA",0.24134245481612
"y1_d049_STK_QEA_214",93.79474657,233.1150875,22.26099726,23.82355993,17.1793448,6.567253479,-1,NA,0,2,"_23","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.597752237125592,0,1,0,0.167067590463622,0.43068464666197,"QEA",0.0491687264923293
"y1_d050.5_STK_QEA_190",109.944845,251.3849334,22.5258583,24.81471932,16.44900072,0.481640811,-1,NA,0,2,"_23","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.243305138308514,0,0,1,0.0406546982966383,0.202650440011876,NA,-0.393444473399249
"y1_d050.5_STK_QEA_193",117.2656409,249.7129013,23.98215781,25.79416626,15.6053879,2.002804435,-1,NA,0,2,"_23","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.147920643856554,0,0,1,0.0221375939751579,0.125783049881396,NA,-0.512555157194718
"y1_d050_STK_QEA_145",36.73947264,375.2420724,18.4364405,23.12463625,-4.767204493,4.262823595,1,1,1,2,"123","__3","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.999999114199631,1,1,1,0.999999984779268,-8.70579636824687e-07,"QEA",0.272200238147828
"y1_d043_WJU_QEA_31",61.65103658,372.7231668,22.09610775,24.46921095,-15.268451,17.1575593,1,1,1,2,"12_","__3","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,0.99999668266361,1,1,1,0.99999977399384,-3.09133023035368e-06,"QEA",0.550229566642306
"y1_d044_WJU_QEA_47",66.43875892,336.5262694,17.2516449,22.61158355,-12.5873299,12.5325349,1,1,1,2,"123","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.999922884194335,1,1,1,0.999965920352309,-4.30361579740746e-05,"QEA",0.775712593348036
"y1_d044_WJU_QEA_99",104.1799452,275.4798765,25.69933348,29.04995563,15.11292591,14.38020501,1,1,1,2,"_2_","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.879355115917924,1,1,1,0.937687110427387,-0.0583319945094628,NA,0.384585519840075
"y1_d044_WJU_QEA_182",99.52429695,221.0865191,21.66777212,22.78139396,20.58167454,8.931880631,-1,NA,0,2,"12_","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.263512947008915,0,0,1,0.0174422554604025,0.246070691548513,NA,-0.389803495154109
"y1_d044_WJU_QEA_239",80.77638974,295.8005742,25.31147775,26.65743031,11.73158623,13.0246014,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.996711558826233,1,1,1,0.99917544159191,-0.00246388276567755,"WJU",0.505946960060653
"y1_d044_WJU_QEA_273",70.29573634,271.1958062,23.7641305,26.72451223,11.42100479,8.159335734,1,1,1,2,"123","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.996532482649031,1,1,1,0.999107263450283,-0.00257478080125173,"QEA",0.678496681860292
"y1_d044_WJU_QEA_298",84.93295542,283.6964795,26.45840553,26.45900331,9.109200514,16.5227036,1,1,1,2,"12_","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.994618915583404,1,1,1,0.997363533756908,-0.00274461817350447,"WJU",0.588595853280362
"y1_d045_WJU_QEA_16",112.2094863,272.5982849,24.15757844,27.62143633,17.59698863,4.841515119,1,1,1,2,"123","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.477290958766925,1,0,0,0.36816179313037,0.109129165636555,"WJU",-0.0780878712256905
"y1_d045_WJU_QEA_44",118.8035444,262.6354074,22.77939744,22.84599484,10.22933475,11.34177955,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.289580734147587,0,0,1,0.0209709437987657,0.268609790348821,"WJU",-0.664384335726122
"y1_d046_WJU_QEA_133",72.78893778,303.2375539,24.83932708,27.59117528,4.242189604,8.685434633,1,1,1,2,"_23","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999308044969298,1,1,1,0.999931161065309,-0.000623116096011289,"WJU",0.489536052158383
"y1_d096_XAX_QEA_16",102.4697036,265.2629473,25.55146021,26.42743869,16.46919523,7.967825838,0.4,0,0,2,"12_","___","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.771573034726291,1,1,1,0.649238183974796,0.122334850751495,"XAX",0.331685871919617
"y2_d001_BEJ_RZQ_239",82.09587939,227.8516746,23.2714175,26.77151691,21.72764265,6.061412667,0.3,0,0,2,"12_","___","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.83587007417653,1,1,1,0.850025743819787,-0.0141556696432578,NA,0.186293385902737
"y2_d002_BEJ_RZQ_138",160.2314147,224.4334252,10.13654064,25.61209628,13.56188865,4.419689475,-1,NA,0,2,"12_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,6.26405661488637e-05,0,0,1,5.6125291920245e-07,6.20793132296612e-05,"RZQ",-1.06504685306071
"y2_d002_BEJ_RZQ_145",75.6436562,232.5614276,26.39296421,28.18146387,18.99384025,0.719908772,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.952531744584185,1,1,1,0.982752271100408,-0.0302205265162225,"RZQ",0.431033089780223
"y2_d002_BEJ_RZQ_159",82.34000352,250.890192,23.42784526,29.15153848,14.25919289,6.201774627,1,1,1,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.958606989792151,1,1,1,0.989499601689612,-0.0308926118974615,"RZQ",0.506973525072633
"y2_d002_BEJ_RZQ_171",68.880614,218.3948716,26.61290568,27.02827149,14.54953295,9.687723409,1,1,1,2,"123","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.982944467347522,1,1,1,0.988785810573197,-0.00584134322567564,"RZQ",0.657548592612574
"y2_d002_BEJ_RZQ_185",142.8543309,253.9198043,16.47569781,24.85701233,7.891697529,17.40277881,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.011022665822032,0,0,1,0.000232495268621431,0.0107901705534106,"BEJ",-0.683505497368943
"y2_d002_BEJ_RZQ_202",78.41742684,281.9766014,26.24036129,29.65114697,5.967645971,7.969889706,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.997201971486153,1,1,1,0.999765025132532,-0.00256305364637943,"RZQ",0.486901993099934
"y2_d002_BEJ_RZQ_231",87.67916413,257.8074544,27.04130053,27.04130053,19.47438584,1.357705331,1,1,1,2,"12_","___","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.922106164942857,1,1,1,0.946997696777384,-0.0248915318345269,"BEJ",0.483145052043692
"y2_d002_BEJ_RZQ_276",105.5906035,243.5629372,28.202908,29.62667079,13.72186094,7.511850422,-1,NA,0,2,"12_","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.65787388296417,0,1,0,0.693758926910414,-0.0358850439462438,"RZQ",0.118982083878783
"y2_d004_BEJ_RZQ_33",56.1548413,269.5685383,22.71096599,24.53148437,-2.110925801,5.376477592,1,1,1,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.999630046871855,1,1,1,0.999856102454205,-0.000226055582350337,NA,0.559899507204811
"y2_d004_BEJ_RZQ_96",73.70696056,253.1318446,25.09047838,27.46814905,16.09816342,10.9964151,1,1,1,2,"123","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.989819056833127,1,1,1,0.997361473929825,-0.00754241709669823,NA,0.388057942687199
"y2_d012_BVD_RZQ_266",47.77130501,237.3112134,25.82097145,27.41316417,12.83769857,0.184170457,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.999076188014935,1,1,1,0.999903230978619,-0.000827042963684077,NA,0.509096880051488
"y2_d013_BVD_RZQ_80",75.32107395,310.9399141,25.10150329,25.83175889,1.779593004,13.19615471,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999498692943552,1,1,1,0.999888587451962,-0.000389894508410316,"BVD",0.489774494941874
"y2_d013_BVD_RZQ_244",116.822915,254.0998354,22.30662784,22.75536836,11.37806378,7.741961639,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.212466026240262,0,0,1,0.00935447432261307,0.203111551917649,"BVD",-0.431954587094349
"y2_d022_DMS_RZQ_51",49.95898043,367.393381,18.10120272,20.81942676,-12.21965419,1.136009384,1,1,1,2,"_2_","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.999994598251831,1,1,1,0.999999360967678,-4.76271584681776e-06,"DMS",0.159117900550046
"y2_d022_DMS_RZQ_103",101.0648506,268.27705,23.89292045,24.83878423,7.816742516,20.04037019,1,1,1,2,"123","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.919994745179958,1,1,1,0.765678214755453,0.154316530424505,"DMS",0.480074545080738
"y1_d010_DYE_RZQ_15",99.56991879,220.4615619,27.39716188,28.35462104,18.63095519,1.605768602,0,0,0,2,"12_","123","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.427938261226859,1,0,0,0.347758131572536,0.0801801296543238,NA,-0.348339451663111
"y1_d010_DYE_RZQ_25",57.77928659,296.9166691,16.43756786,21.91056028,2.786829818,0.099063452,1,1,1,2,"12_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999254018965096,1,1,1,0.999508335605512,-0.000254316640416863,NA,0.500491800685765
"y1_d010_DYE_RZQ_114",30.38214902,211.6687285,25.00836683,26.20499203,12.03184433,10.33078078,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.999821053656701,1,1,1,0.999977188278427,-0.000156134621726145,NA,0.510089114769174
"y1_d010_DYE_RZQ_359",128.3507564,387.7451429,27.0701566,29.19929413,-2.191717431,3.411430601,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.98229492916255,1,1,1,0.997024823834448,-0.0147298946718977,NA,0.479314262402042
"y1_d011_DYE_RZQ_28",92.24371967,237.6855763,26.46807127,28.85844949,-2.240929034,2.935724065,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.936266991049865,1,1,1,0.95640762384112,-0.0201406327912549,NA,0.317872946130555
"y1_d011_DYE_RZQ_230",81.60017228,274.4306845,26.44839006,28.84385553,2.934736774,15.50008899,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.996893999082462,1,1,1,0.999506729658697,-0.00261273057623501,NA,0.39733031696717
"y1_d011_DYE_RZQ_243",95.0320149,262.8833833,24.36191464,29.1240054,13.56011693,12.92781247,0.1,0,0,2,"123","12_","12_","123",0,"0 12_","1 12_","0 123",2.328958692,0.764831687,2.184374444,0.907562335,0.925547136975374,1,1,1,0.98124395211601,-0.0556968151406356,"DYE",0.0281305143436166
"y1_d011_DYE_RZQ_287",85.65149941,286.0176967,26.23984174,30.76316811,1.497625642,6.384134961,1,1,1,2,"123","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.995462393880632,1,1,1,0.999643887933926,-0.0041814940532936,"RZQ",0.676846969630359
"y1_d090_DYE_RZQ_103",82.78456612,298.1930835,29.27850061,29.27850061,1.249257998,10.12104475,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.998828204247296,1,1,1,0.99988934132054,-0.00106113707324373,NA,0.488935916972922
"y1_d090_DYE_RZQ_194",80.12017642,251.1485607,27.1336393,28.32845107,13.87009212,8.268021616,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.981989675788344,1,1,1,0.995140152227644,-0.0131504764393003,"DYE",0.377796805723917
"y1_d090_DYE_RZQ_199",65.50650125,217.453834,25.81796054,26.59113498,23.0850843,1.896933998,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.965452291560878,1,1,1,0.980828086862437,-0.0153757953015587,"DYE",0.464306523865223
"y1_d091_DYE_RZQ_13",58.12703564,289.1596436,24.19954397,26.63397592,6.699926252,13.29536206,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999804175852258,1,1,1,0.999981985532081,-0.000177809679823171,"DYE",0.490156561393646
"y1_d091_DYE_RZQ_57",108.1432324,239.340883,28.01508201,28.85535213,13.90107273,1.18179575,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.438518819990455,0,0,1,0.411397750403258,0.0271210695871973,"DYE",-0.458269727610921
"y1_d091_DYE_RZQ_78",62.51280198,217.8336931,27.69870019,29.29453166,20.04269469,6.038880104,1,1,1,2,"12_","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.989372948018563,1,1,1,0.998334251204132,-0.00896130318556865,"RZQ",0.667459119193247
"y1_d091_DYE_RZQ_114",82.71296567,250.3031241,25.13982848,26.77528125,25.89536934,6.10770205,1,1,1,2,"_2_","1__","1__","1_3",0,"0 1__","1 1__","0 1_3",1.718901287,0.364159632,1.490364348,0.831305889,0.914948460639914,1,1,1,0.960838815049015,-0.0458903544091013,"RZQ",0.11331407580702
"y1_d091_DYE_RZQ_270",34.94516457,371.2281468,21.27541173,28.92214626,-10.21657751,7.251323837,1,1,1,2,"12_","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.999999751074013,1,1,1,0.999999999503794,-2.4842978185724e-07,"RZQ",0.542832496141517
"y1_d091_DYE_RZQ_324",72.92816797,263.1396894,26.27672123,30.03548718,14.57867374,11.95099261,1,1,1,2,"12_","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.995940770933521,1,1,1,0.999686357801367,-0.00374558686784576,"RZQ",0.677584464030801
"y1_d092_DYE_RZQ_21",123.6891191,294.1982391,21.78664423,29.653147,3.444026685,19.2842284,1,1,1,2,"_2_","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.693608846147517,1,0,0,0.811764699680741,-0.118155853533224,"RZQ",-0.264887677806094
"y1_d092_DYE_RZQ_258",59.15551015,193.0731024,30.15716661,31.13370897,15.84333275,4.254783012,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.990078339791837,1,1,1,0.99914886258022,-0.00907052278838361,"DYE",0.388397757282549
"y1_d092_DYE_RZQ_297",127.1704907,244.5033098,22.97069459,27.40772173,11.80074629,9.483837501,-1,NA,0,2,"_2_","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.069481909656986,0,0,1,0.00850652652568308,0.0609753831313029,"DYE",-0.4599145872868
"y1_d092_DYE_RZQ_301",118.1039412,245.1154683,26.59513211,26.94866472,13.65491572,5.420134046,-1,NA,0,2,"_23","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.209765366196108,0,0,1,0.0616756666810023,0.148089699515106,"DYE",-0.77484038995691
"y2_d005_DYE_RZQ_209",76.63565576,264.0747376,25.51890917,28.7743071,8.887214775,19.16235562,1,1,1,2,"12_","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.996575266030216,1,1,1,0.999417946654653,-0.00284268062443671,"DYE",0.591440852543163
"y2_d005_DYE_RZQ_296",119.6972636,234.422047,22.69679228,23.52478568,14.37778658,2.918023468,-1,NA,0,2,"123","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.0572226736202983,0,0,1,0.00165267280470538,0.0555700008155929,"RZQ",-0.764334691523875
"y2_d007_DYE_RZQ_179",141.0404393,236.383976,21.28469399,23.52282544,18.15753777,3.776649228,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00296057652192179,0,0,1,3.956856015938e-05,0.00292100796176241,"RZQ",-1.0610364152302
"y2_d048_DYE_RZQ_111",99.75843446,239.6520305,25.54463134,26.72324387,16.36457748,10.97702487,-1,NA,0,2,"12_","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.680384913721326,0,1,0,0.467736739323401,0.212648174397926,"DYE",0.148024736875495
"y2_d048_DYE_RZQ_165",76.76884403,235.1378685,25.52433399,27.98897866,12.4303263,12.26595463,1,1,1,2,"12_","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.980020717451513,1,1,1,0.991132018037892,-0.0111113005863793,"RZQ",0.56736659806633
"y2_d050_DYE_RZQ_75",104.165729,262.0462603,20.38086264,27.54761654,8.796345347,13.43848262,-1,NA,0,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.74788059006523,0,1,0,0.653136922794126,0.0947436672711044,"DYE",0.291078116002429
"y2_d050_DYE_RZQ_156",65.61943736,311.2778119,27.37858412,29.28665549,-3.17668587,16.24857796,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.999945147236665,1,1,1,0.999998413834358,-5.32665976931135e-05,"RZQ",0.510254419693147
"y2_d050_DYE_RZQ_238",122.0964504,250.8110369,24.52305291,24.57159294,9.447646016,10.0470663,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.186487094568088,0,0,1,0.0121417265606703,0.174345368007418,"RZQ",-0.464395586373396
"y2_d050_DYE_RZQ_283",114.4390441,252.211045,24.62368922,29.90043444,1.798151304,2.924328013,0.2,0,0,2,"12_","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.495689952282169,1,0,0,0.469489484487618,0.0262004677945516,"RZQ",-0.136965630397205
"y2_d050_DYE_RZQ_307",55.71095788,262.8407528,24.51864318,26.6220449,2.973726857,2.443405856,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.999469579800126,1,1,1,0.999904780152388,-0.000435200352262521,"DYE",0.571213141744657
"y2_d051_DYE_RZQ_56",66.23719682,341.4202644,19.27080803,23.0240797,0.00191231,3.283340817,1,1,1,2,"12_","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.999820016770723,1,1,1,0.99995087984145,-0.000130863070727405,"DYE",0.775544543426482
"y2_d051_DYE_RZQ_105",64.70367421,251.4192184,25.49175606,29.05040368,24.26602166,5.926964941,1,1,1,2,"12_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.993081103929724,1,1,1,0.999331287496612,-0.00625018356688789,"DYE",0.564099810377119
"y2_d051_DYE_RZQ_203",63.33128011,250.8886615,23.41739528,24.95928574,9.771517386,10.12321497,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.997093515425221,1,1,1,0.998297808302628,-0.00120429287740698,NA,0.486766347467421
"y2_d087_DYE_RZQ_120",73.02719299,305.2501319,25.13932518,28.54798576,-6.626458799,12.57014819,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999763912942782,1,1,1,0.999982880041048,-0.000218967098266853,"RZQ",0.490106204707484
"y2_d088_DYE_RZQ_151",139.5885387,289.0688277,11.52575013,20.73980695,-1.246920937,9.039554247,-1,NA,0,2,"12_","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.0320402815281792,0,0,1,0.000243515349271743,0.0317967661789074,"RZQ",-0.805474042224171
"y2_d088_DYE_RZQ_156",115.0042996,298.6033444,23.46606487,29.5473876,-10.06163131,18.97723884,1,1,1,2,"_23","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.960417405299988,1,1,1,0.977890831599329,-0.0174734262993416,"DYE",0.457599557309733
"y2_d088_DYE_RZQ_164",93.71154647,259.1358111,25.93560661,29.00989956,9.958790261,13.63399052,1,1,1,2,"_2_","1__","1__","1_3",0,"0 1__","1 1__","0 1_3",1.718901287,0.364159632,1.490364348,0.831305889,0.95336963098881,1,1,1,0.985635515248238,-0.0322658842594274,"RZQ",0.16536483571252
"y2_d089_DYE_RZQ_194",126.9927576,268.0645649,19.03755283,21.07050549,20.22946357,0.043356409,-1,NA,0,2,"12_","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.0272954373626846,0,0,1,0.000392694918926871,0.0269027424437578,NA,-0.813225482493566
"y2_d017_GIS_RZQ_119",85.53927924,273.6563153,25.43138267,28.14450162,21.03667487,11.10486338,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.973964473756989,1,1,1,0.99233580510285,-0.0183713313458617,"RZQ",0.54281415041566
"y2_d017_GIS_RZQ_122",79.22623275,268.5602877,24.87448389,30.01529299,20.57923127,10.97040483,1,1,1,2,"12_","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.986312328046494,1,1,1,0.998821788513382,-0.0125094604668878,"RZQ",0.576516097601918
"y2_d017_GIS_RZQ_141",112.1741414,261.7338451,23.59312697,25.44768476,15.10135718,9.862061842,0,0,0,2,"_2_","___","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.436078149340059,1,0,0,0.116343990106572,0.319734159233487,"GIS",-0.0561023581950892
"y2_d018_GIS_RZQ_91",95.76397641,284.7970521,26.69872026,30.23349254,6.488830197,10.26783806,1,1,1,2,"_2_","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.981362758124629,1,1,1,0.998026499031476,-0.0166637409068476,"RZQ",0.133333398187534
"y2_d019_GIS_RZQ_59",72.74386489,311.5311502,24.75645779,28.38357222,3.621047719,10.53885378,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999579291407193,1,1,1,0.99997551233341,-0.000396220926216717,"RZQ",0.489875299170667
